order_id,distance_km,prep_time_min,estimated_travel_time_min,hour_of_day,day_of_week,is_raining,courier_experience,actual_delivery_time_min,promised_eta_min,is_late
30052,10.06,10,19.4,21,6,0,1,42.3,34.4,0
30053,7.79,34,12.3,22,0,0,1,53.8,46.3,0
30054,9.34,23,18.5,1,3,1,2,45.4,41.5,0
30055,8.9,28,23.1,8,4,1,0,62.1,51.1,1
30056,3.49,22,6.4,13,6,0,1,45.8,33.4,1
30057,11.25,9,19.7,22,1,0,1,26.5,28.7,0
30058,7.9,8,15.5,9,6,0,0,31.2,23.5,0
30059,2.82,14,6.9,18,6,0,0,36.0,25.9,1
30060,4.02,23,10.4,2,2,0,0,48.2,33.4,1
30061,6.63,33,14.8,9,1,0,0,59.2,47.8,1
30062,10.64,21,18.0,8,6,0,1,50.0,39.0,1
30063,9.66,20,18.5,18,4,1,2,65.9,43.5,1
30064,3.97,27,7.5,13,4,0,0,47.8,39.5,0
30065,8.42,25,17.0,5,6,1,1,47.5,42.0,0
30066,0.52,29,0.9,3,1,0,1,43.8,29.9,1
30067,4.33,14,6.5,22,2,0,1,19.0,20.5,0
30068,10.16,11,19.0,1,6,0,0,44.0,30.0,1
30069,2.24,25,3.3,1,4,0,0,37.3,28.3,0
30070,4.56,8,10.4,13,0,1,1,36.0,23.4,1
30071,0.51,28,0.9,4,4,0,1,31.8,28.9,0
30072,0.77,32,1.1,3,6,0,1,32.8,33.1,0
30073,2.18,24,3.2,19,5,0,2,41.4,32.2,0
30074,1.67,27,4.4,8,0,0,1,40.3,31.4,0
30075,6.13,21,11.1,14,5,0,0,39.4,32.1,0
30076,10.85,15,28.0,7,4,0,0,56.9,43.0,1
30077,1.47,11,3.2,7,2,0,1,17.3,14.2,0
30078,10.5,21,18.3,0,3,0,0,43.9,39.3,0
30079,8.18,32,11.8,21,2,0,1,54.6,48.8,0
30080,2.44,29,3.7,0,0,0,1,39.2,32.7,0
30081,3.83,16,7.8,15,6,0,1,27.8,23.8,0
30082,2.73,9,5.9,2,0,0,1,21.9,14.9,0
30083,9.58,34,17.1,14,5,0,1,56.5,51.1,0
30084,8.84,5,24.7,8,3,0,0,46.8,29.7,1
30085,4.0,10,6.8,18,1,0,1,31.3,21.8,0
30086,1.12,21,2.9,22,2,0,2,25.6,23.9,0
30087,2.44,30,6.7,22,5,0,1,49.3,36.7,1
30088,7.74,7,17.7,10,6,0,0,30.7,24.7,0
30089,1.54,12,3.5,10,3,0,1,22.7,15.5,0
30090,6.67,33,10.9,22,5,0,0,47.7,43.9,0
30091,7.55,7,12.7,20,6,0,1,32.6,24.7,0
30092,8.41,11,22.6,4,1,0,1,39.8,33.6,0
30093,1.94,6,4.0,10,4,0,1,14.0,10.0,0
30094,5.79,27,10.0,4,1,1,2,48.4,37.0,1
30095,5.83,14,14.4,5,1,1,2,33.4,28.4,0
30096,10.11,26,18.3,8,5,1,1,56.4,44.3,1
30097,5.89,5,11.6,11,2,0,2,22.3,21.6,0
30098,5.18,9,9.5,4,6,1,1,26.3,18.5,0
30099,1.92,8,2.8,5,1,1,1,16.5,10.8,0
30100,8.49,5,15.3,21,3,0,2,22.2,25.3,0
30101,7.63,5,11.2,3,3,1,1,29.0,16.2,1
30102,8.74,11,23.4,23,1,0,2,37.9,34.4,0
30103,8.05,30,12.4,11,3,0,0,61.9,47.4,1
30104,10.57,21,23.4,10,4,0,0,53.9,44.4,0
30105,10.59,27,22.6,12,2,0,1,54.2,54.6,0
30106,4.04,8,10.0,8,0,0,0,26.3,18.0,0
30107,2.6,31,5.4,18,2,0,1,44.5,41.4,0
30108,11.15,33,20.7,0,4,0,1,60.7,53.7,0
30109,8.7,22,15.0,6,0,0,1,42.4,37.0,0
30110,11.67,28,23.1,6,0,1,1,55.0,51.1,0
30111,6.21,17,9.0,18,3,0,2,30.2,31.0,0
30112,11.57,11,20.5,5,6,1,1,39.3,31.5,0
30113,1.91,31,4.3,5,1,0,1,37.0,35.3,0
30114,7.29,8,12.6,7,0,0,1,21.8,20.6,0
30115,6.21,16,10.2,1,2,0,2,30.5,26.2,0
30116,0.53,7,1.5,7,3,0,1,14.1,8.5,0
30117,2.72,14,4.5,16,1,0,1,21.7,18.5,0
30118,2.26,29,6.1,22,4,0,2,37.7,35.1,0
30119,1.2,27,2.3,12,1,0,1,38.1,34.3,0
30120,11.4,31,32.5,10,5,0,1,66.6,63.5,0
30121,11.6,29,28.6,9,2,0,0,67.4,57.6,0
30122,10.76,20,19.2,20,1,1,2,62.4,44.2,1
30123,11.87,33,24.4,14,5,0,0,65.8,57.4,0
30124,10.05,21,23.2,18,4,0,1,54.0,49.2,0
30125,11.22,24,26.5,8,2,1,1,66.3,50.5,1
30126,2.77,17,4.2,18,1,0,1,32.0,26.2,0
30127,3.45,13,6.3,1,3,0,1,20.7,19.3,0
30128,10.41,28,16.4,11,2,0,1,58.5,49.4,0
30129,6.01,32,10.7,12,4,1,2,60.2,47.7,1
30130,8.75,31,22.6,0,4,1,1,64.3,53.6,1
30131,6.96,27,12.3,1,4,0,1,46.0,39.3,0
30132,4.01,14,8.8,2,0,1,1,33.1,22.8,1
30133,3.78,29,6.5,21,2,1,2,58.7,40.5,1
30134,9.1,32,17.1,9,1,0,1,46.4,49.1,0
30135,6.62,18,9.6,23,0,1,2,38.0,27.6,1
30136,4.63,12,8.9,23,0,0,0,34.7,20.9,1
30137,7.6,24,11.7,15,3,0,2,37.8,35.7,0
30138,5.33,11,14.0,0,0,0,2,29.0,25.0,0
30139,5.96,34,15.0,19,0,0,1,52.1,54.0,0
30140,8.3,30,20.7,13,6,0,2,59.0,55.7,0
30141,5.77,24,8.7,22,1,1,0,45.7,32.7,1
30142,11.42,20,27.7,8,5,1,1,60.0,47.7,1
30143,6.08,10,8.9,9,3,0,2,11.3,18.9,0
30144,11.56,6,18.7,16,0,1,1,26.5,24.7,0
30145,10.25,5,21.6,9,0,0,1,33.0,26.6,0
30146,10.75,8,17.5,23,6,0,2,28.4,25.5,0
30147,9.28,17,17.9,11,6,0,1,45.9,39.9,0
30148,7.45,13,15.1,15,3,0,1,33.9,28.1,0
30149,6.63,15,10.1,8,5,0,1,23.0,25.1,0
30150,6.84,10,17.2,3,4,1,0,41.1,27.2,1
30151,2.82,26,7.0,16,6,1,2,41.5,33.0,0
30152,2.97,34,6.9,4,3,0,2,35.8,40.9,0
30153,0.89,5,1.5,13,1,1,1,28.5,11.5,1
30154,9.07,26,19.2,17,6,0,1,51.7,45.2,0
30155,1.94,31,3.1,15,4,0,2,49.5,34.1,1
30156,7.19,18,17.4,11,2,0,0,49.3,40.4,0
30157,2.09,22,3.5,18,5,0,2,32.5,30.5,0
30158,1.27,29,1.8,14,0,1,1,41.7,30.8,1
30159,6.64,24,9.7,12,5,0,0,43.0,38.7,0
30160,10.54,13,16.8,4,5,0,1,30.6,29.8,0
30161,4.59,14,9.2,22,1,0,1,26.2,23.2,0
30162,11.07,5,30.1,4,4,0,2,41.3,35.1,0
30163,0.62,29,1.1,3,3,0,1,39.3,30.1,0
30164,5.86,15,16.7,23,0,1,0,51.2,31.7,1
30165,2.19,31,3.5,11,1,0,1,50.5,39.5,1
30166,4.13,15,9.1,5,0,0,2,30.7,24.1,0
30167,0.77,20,1.2,4,1,1,1,31.3,21.2,1
30168,0.91,9,2.0,7,6,0,1,15.4,11.0,0
30169,8.7,7,15.5,12,2,0,1,35.4,27.5,0
30170,8.03,23,22.6,7,0,0,1,55.1,45.6,0
30171,2.9,26,4.4,14,5,0,1,33.7,30.4,0
30172,10.86,16,17.2,6,2,0,2,32.8,33.2,0
30173,8.41,23,15.3,1,2,0,1,44.6,38.3,0
30174,4.37,13,11.4,22,4,0,0,32.9,24.4,0
30175,5.19,25,8.8,2,4,0,0,41.7,33.8,0
30176,3.86,23,6.1,1,4,1,0,56.9,29.1,1
30177,10.05,30,15.4,2,5,0,2,38.4,45.4,0
30178,6.18,26,10.8,6,0,0,1,38.3,36.8,0
30179,2.06,31,4.8,17,0,0,0,41.4,35.8,0
30180,2.82,34,4.1,1,1,0,2,37.5,38.1,0
30181,3.91,15,7.2,2,1,1,2,27.7,22.2,0
30182,5.14,31,13.5,14,6,1,0,62.7,44.5,1
30183,7.32,18,10.7,20,0,1,2,54.2,33.7,1
30184,11.59,5,17.2,2,3,0,0,27.7,22.2,0
30185,3.51,33,8.0,16,5,0,1,42.3,41.0,0
30186,4.28,9,12.0,7,4,0,1,28.1,21.0,0
30187,0.78,8,1.9,10,5,0,0,15.8,9.9,0
30188,4.78,21,8.8,22,4,0,2,26.6,29.8,0
30189,8.26,25,23.1,6,5,1,1,61.5,48.1,1
30190,11.58,18,16.8,3,0,0,0,46.8,34.8,1
30191,9.01,23,22.1,8,2,1,0,63.5,45.1,1
30192,1.86,31,2.7,13,2,0,2,42.6,38.7,0
30193,10.74,22,17.5,13,1,0,2,47.8,44.5,0
30194,10.14,29,14.6,4,6,1,2,56.3,43.6,1
30195,2.67,23,7.1,5,3,1,1,43.2,30.1,1
30196,11.24,20,29.4,2,4,0,2,50.2,49.4,0
30197,8.71,20,12.8,23,1,0,1,42.4,32.8,0
30198,9.5,33,26.4,2,1,0,1,57.3,59.4,0
30199,5.78,15,13.6,23,3,0,0,40.9,28.6,1
30200,2.81,15,6.6,21,2,0,1,35.8,26.6,0
30201,9.69,28,18.1,15,5,0,0,60.9,46.1,1
30202,5.99,24,9.3,6,0,0,1,38.7,33.3,0
30203,11.63,9,19.4,20,1,0,2,37.0,33.4,0
30204,2.26,25,5.1,17,4,1,1,34.8,30.1,0
30205,4.59,5,8.7,12,4,1,1,37.2,18.7,1
30206,8.96,20,14.3,8,1,0,1,40.1,34.3,0
30207,7.08,14,18.0,11,1,1,1,48.3,37.0,1
30208,5.48,11,13.0,3,0,0,0,29.9,24.0,0
30209,8.57,23,19.0,21,1,0,1,51.3,47.0,0
30210,8.93,9,16.8,5,4,0,1,32.5,25.8,0
30211,7.14,15,10.3,20,5,0,2,28.1,30.3,0
30212,4.17,9,6.0,17,4,0,1,17.7,15.0,0
30213,7.62,8,11.9,0,5,0,2,24.9,19.9,0
30214,6.77,16,15.8,7,0,0,0,45.9,31.8,1
30215,9.67,23,13.9,20,1,0,1,49.8,41.9,0
30216,8.01,25,13.3,6,2,0,2,45.4,38.3,0
30217,6.21,32,8.9,7,3,0,0,43.2,40.9,0
30218,0.72,14,1.0,19,6,1,1,25.9,20.0,0
30219,2.42,15,5.1,8,1,0,1,22.6,20.1,0
30220,4.37,30,12.1,4,6,0,1,45.1,42.1,0
30221,7.42,10,13.0,13,2,0,1,43.1,28.0,1
30222,9.61,22,14.1,8,6,0,0,52.5,36.1,1
30223,11.54,27,31.7,10,0,1,1,65.3,58.7,0
30224,7.4,18,13.5,21,6,0,2,37.5,36.5,0
30225,8.88,30,21.8,8,6,0,2,50.0,51.8,0
30226,7.65,14,15.6,10,1,0,0,31.7,29.6,0
30227,5.45,8,9.2,23,3,1,1,23.3,17.2,0
30228,7.51,8,20.1,3,3,1,0,44.8,28.1,1
30229,5.11,20,7.4,2,6,0,1,30.8,27.4,0
30230,5.72,21,14.7,20,6,0,2,48.0,40.7,0
30231,10.98,20,22.8,7,3,0,2,42.0,42.8,0
30232,6.98,16,13.9,6,2,0,1,40.0,29.9,1
30233,1.65,19,4.0,16,5,0,2,25.2,23.0,0
30234,6.52,33,15.9,5,2,0,1,57.7,48.9,0
30235,11.46,19,29.5,3,2,0,1,52.5,48.5,0
30236,1.65,27,2.7,19,5,0,1,38.0,34.7,0
30237,11.67,30,30.0,4,3,0,1,59.9,60.0,0
30238,11.86,9,19.6,11,4,0,0,46.8,33.6,1
30239,6.95,12,14.9,15,2,0,1,26.1,26.9,0
30240,4.32,21,6.3,18,1,1,2,44.3,32.3,1
30241,0.6,27,1.0,2,6,1,0,38.1,28.0,1
30242,0.68,31,1.5,10,3,0,1,41.8,32.5,0
30243,4.96,26,8.7,13,3,0,1,51.9,39.7,1
30244,9.51,33,24.1,15,2,0,1,62.6,57.1,0
30245,11.34,34,26.1,5,5,0,0,71.0,60.1,1
30246,2.28,32,5.4,8,1,1,2,39.5,37.4,0
30247,6.11,23,10.7,4,0,0,0,41.3,33.7,0
30248,6.27,29,16.8,8,6,0,1,45.4,45.8,0
30249,4.87,33,9.2,7,5,0,1,49.1,42.2,0
30250,6.71,13,11.9,8,3,1,2,32.9,24.9,0
30251,11.14,21,17.5,22,2,0,1,46.3,38.5,0
30252,5.54,23,14.6,14,5,0,1,43.4,37.6,0
30253,2.08,16,3.0,17,3,0,2,17.1,19.0,0
30254,8.15,26,14.5,11,3,0,1,50.1,45.5,0
30255,0.86,26,2.0,10,0,0,2,30.6,28.0,0
30256,11.31,30,29.8,0,2,1,2,59.9,59.8,0
30257,11.31,11,19.7,10,1,1,2,40.6,30.7,0
30258,1.56,31,2.7,3,5,0,0,48.3,33.7,1
30259,6.84,33,17.3,12,5,0,2,53.7,55.3,0
30260,9.67,20,21.1,4,5,0,0,42.7,41.1,0
30261,5.84,18,15.2,13,3,0,2,45.9,38.2,0
30262,6.01,14,9.2,17,1,0,1,26.3,23.2,0
30263,11.66,27,26.8,18,6,0,1,63.9,58.8,0
30264,3.15,20,6.2,10,0,0,0,34.8,26.2,0
30265,6.55,24,11.4,5,3,0,1,37.2,35.4,0
30266,1.82,32,4.4,3,3,0,2,37.0,36.4,0
30267,3.98,26,6.7,13,2,1,1,57.6,37.7,1
30268,10.29,20,19.3,11,3,0,1,54.1,44.3,0
30269,8.74,9,14.8,8,1,0,1,29.7,23.8,0
30270,7.54,9,12.4,17,0,0,1,26.3,21.4,0
30271,1.81,26,4.2,2,6,0,0,36.6,30.2,0
30272,10.28,18,29.1,14,4,0,1,57.9,47.1,1
30273,3.93,5,9.6,9,1,0,0,26.2,14.6,1
30274,6.65,27,12.1,1,6,1,0,58.1,39.1,1
30275,3.18,27,5.9,16,5,0,1,40.8,32.9,0
30276,6.49,34,10.1,8,5,0,2,52.9,44.1,0
30277,6.96,12,17.5,17,2,0,1,29.8,29.5,0
30278,4.42,17,11.7,23,5,0,1,29.4,28.7,0
30279,6.32,23,11.2,22,4,0,1,42.0,34.2,0
30280,5.17,28,9.1,21,5,1,0,62.8,42.1,1
30281,8.52,11,13.6,0,3,0,1,30.1,24.6,0
30282,6.75,13,14.8,1,0,0,2,37.3,27.8,0
30283,10.6,24,29.6,0,4,1,0,67.8,53.6,1
30284,1.07,15,1.6,10,2,0,1,22.4,16.6,0
30285,0.81,33,1.7,13,6,0,0,49.0,39.7,0
30286,2.67,13,5.0,15,1,1,2,27.7,18.0,0
30287,1.86,5,4.5,16,2,0,2,14.8,9.5,0
30288,6.55,25,15.4,3,5,1,1,55.1,40.4,1
30289,2.8,27,4.0,6,1,0,2,31.1,31.0,0
30290,0.68,32,1.7,4,0,0,2,36.5,33.7,0
30291,3.75,12,5.9,13,3,0,1,35.2,22.9,1
30292,6.36,29,10.7,8,6,0,2,41.2,39.7,0
30293,8.71,34,14.0,11,0,1,0,71.9,53.0,1
30294,5.54,22,13.7,14,6,0,1,36.6,35.7,0
30295,11.57,12,21.0,17,0,0,2,35.9,33.0,0
30296,2.79,21,7.8,14,4,0,1,37.5,28.8,0
30297,6.41,24,11.2,23,5,0,1,45.4,35.2,1
30298,3.41,30,8.0,8,5,0,1,41.8,38.0,0
30299,9.78,19,27.2,19,3,0,1,62.3,51.2,1
30300,2.66,33,3.8,22,0,1,1,49.4,36.8,1
30301,11.56,14,30.8,23,5,0,1,51.7,44.8,0
30302,8.74,28,19.4,4,2,0,2,58.0,47.4,1
30303,6.9,26,14.3,0,4,1,2,42.4,40.3,0
30304,6.62,24,12.9,20,5,1,1,46.0,41.9,0
30305,4.67,24,9.8,16,5,0,1,38.9,33.8,0
30306,0.74,28,1.2,16,6,1,1,43.8,29.2,1
30307,11.02,7,25.1,18,2,0,2,43.9,37.1,0
30308,9.64,19,23.5,17,4,1,1,61.1,42.5,1
30309,2.05,33,3.8,5,1,0,1,40.7,36.8,0
30310,1.9,17,3.7,13,6,0,0,30.2,25.7,0
30311,4.04,8,8.8,13,6,0,1,33.3,21.8,1
30312,9.28,33,21.8,21,0,0,2,61.0,59.8,0
30313,6.29,27,10.7,9,0,1,2,42.2,37.7,0
30314,8.02,21,11.8,8,6,0,1,43.0,32.8,1
30315,0.57,33,1.5,9,4,0,1,41.3,34.5,0
30316,11.12,22,26.3,17,6,0,2,50.6,48.3,0
30317,2.41,30,3.6,1,5,1,1,39.0,33.6,0
30318,4.17,8,9.8,18,5,0,0,36.8,22.8,1
30319,11.39,18,24.0,7,2,1,1,57.7,42.0,1
30320,8.93,20,16.1,0,6,0,0,53.2,36.1,1
30321,6.38,20,18.2,16,6,0,2,36.7,38.2,0
30322,10.42,16,28.9,3,2,0,1,54.5,44.9,0
30323,1.2,5,2.9,8,5,0,0,18.3,7.9,1
30324,1.38,13,2.2,1,5,0,1,18.9,15.2,0
30325,2.28,29,6.2,23,5,0,1,41.6,35.2,0
30326,3.54,33,6.0,14,2,1,2,47.2,39.0,0
30327,8.65,7,17.7,9,2,0,1,35.2,24.7,1
30328,6.62,32,15.9,4,3,0,2,46.5,47.9,0
30329,5.4,34,12.6,14,0,0,2,44.0,46.6,0
30330,9.5,34,20.1,11,5,0,1,63.7,59.1,0
30331,4.15,12,7.5,20,5,0,2,30.0,24.5,0
30332,1.48,15,2.4,13,0,1,0,46.2,22.4,1
30333,5.06,10,9.4,2,5,1,1,26.9,19.4,0
30334,9.31,24,20.0,14,2,1,1,58.3,44.0,1
30335,5.95,9,12.9,23,1,0,1,34.4,21.9,1
30336,11.74,14,18.9,20,1,0,1,53.7,37.9,1
30337,10.35,21,28.6,18,2,0,2,55.8,54.6,0
30338,9.6,18,22.9,17,4,0,0,46.7,40.9,0
30339,9.39,16,16.9,11,0,0,1,50.4,37.9,1
30340,7.18,12,12.6,10,5,0,1,30.8,24.6,0
30341,10.86,11,18.6,8,5,0,2,31.3,29.6,0
30342,7.28,22,17.8,19,1,1,2,51.9,44.8,0
30343,4.78,10,6.8,11,5,0,1,30.5,21.8,0
30344,2.75,13,4.1,21,4,0,1,28.8,22.1,0
30345,9.85,7,17.0,4,1,0,0,34.2,24.0,1
30346,4.77,13,10.7,10,0,1,1,32.3,23.7,0
30347,9.6,13,15.3,21,0,0,1,38.7,33.3,0
30348,11.8,17,22.1,8,1,0,1,46.4,39.1,0
30349,5.09,13,8.3,6,5,0,1,25.2,21.3,0
30350,4.42,5,9.3,9,6,1,0,25.5,14.3,1
30351,2.46,15,4.6,9,6,0,0,28.7,19.6,0
30352,5.97,31,15.8,1,1,0,2,50.8,46.8,0
30353,8.02,22,14.8,23,2,0,1,41.1,36.8,0
30354,4.1,11,11.3,20,5,0,2,31.5,27.3,0
30355,6.09,33,14.0,14,0,0,2,46.3,47.0,0
30356,6.68,23,10.3,9,3,0,1,36.9,33.3,0
30357,3.67,25,5.8,1,2,1,1,40.8,30.8,0
30358,0.77,7,1.6,21,6,0,0,21.7,13.6,0
30359,2.98,12,6.0,14,2,1,0,34.8,18.0,1
30360,9.74,16,23.8,0,5,0,1,44.5,39.8,0
30361,3.7,25,5.8,3,6,0,1,34.0,30.8,0
30362,0.66,6,1.6,10,1,1,0,22.3,7.6,1
30363,5.39,11,14.4,13,1,1,1,43.9,30.4,1
30364,8.35,34,14.4,17,0,0,1,58.5,48.4,1
30365,9.15,13,13.7,17,3,1,2,30.9,26.7,0
30366,5.26,31,8.0,2,6,1,2,50.2,39.0,1
30367,7.08,10,10.5,10,6,0,2,29.0,20.5,0
30368,9.07,30,22.2,0,2,0,0,58.5,52.2,0
30369,10.73,16,15.7,21,5,0,2,46.6,36.7,0
30370,7.86,11,20.7,0,4,0,2,33.3,31.7,0
30371,8.44,24,13.5,14,5,1,2,46.5,37.5,0
30372,1.63,22,2.8,15,1,0,1,29.3,24.8,0
30373,5.34,9,11.2,5,4,0,1,27.0,20.2,0
30374,10.72,31,17.5,6,1,0,2,53.2,48.5,0
30375,2.35,27,5.1,22,0,0,0,40.1,32.1,0
30376,4.06,16,11.6,17,4,0,1,32.4,27.6,0
30377,8.3,32,18.4,3,0,0,0,63.2,50.4,1
30378,10.87,6,16.9,8,3,0,2,22.1,22.9,0
30379,1.18,34,2.6,22,2,0,1,45.5,36.6,0
30380,10.51,17,22.6,4,2,1,0,47.9,39.6,0
30381,3.03,29,6.0,17,4,0,1,34.3,35.0,0
30382,10.4,31,19.9,14,0,0,1,56.7,50.9,0
30383,10.73,30,27.9,11,4,0,1,82.1,62.9,1
30384,9.42,8,14.6,9,3,0,2,15.3,22.6,0
30385,11.12,17,26.8,6,1,1,2,47.9,43.8,0
30386,11.55,7,25.1,11,6,1,2,46.9,37.1,0
30387,11.14,12,22.6,9,5,0,0,49.3,34.6,1
30388,6.4,22,15.8,8,2,0,2,41.8,37.8,0
30389,5.83,25,9.2,11,0,1,0,58.2,39.2,1
30390,1.71,11,3.2,19,4,0,1,20.6,19.2,0
30391,2.99,6,5.3,17,1,1,0,30.1,11.3,1
30392,8.0,16,16.6,0,0,1,1,49.9,32.6,1
30393,1.96,22,3.1,9,3,0,1,25.3,25.1,0
30394,11.34,16,22.3,1,6,0,0,45.4,38.3,0
30395,3.11,33,4.5,16,1,0,1,45.3,37.5,0
30396,1.51,25,2.3,0,1,0,2,24.9,27.3,0
30397,3.21,24,6.0,22,0,1,2,34.6,30.0,0
30398,1.06,5,1.7,10,1,0,1,19.4,6.7,1
30399,2.41,32,6.6,19,5,1,2,52.7,43.6,0
30400,7.26,24,11.4,18,0,0,1,43.2,40.4,0
30401,3.83,34,10.2,23,2,0,0,51.6,44.2,0
30402,9.71,19,20.8,18,6,0,2,44.8,44.8,0
30403,5.15,25,10.6,16,4,0,1,39.4,35.6,0
30404,8.71,20,23.9,13,1,0,1,62.7,48.9,1
30405,8.65,30,17.5,0,6,0,2,41.9,47.5,0
30406,2.06,26,4.0,6,1,0,0,33.8,30.0,0
30407,1.15,16,1.9,6,6,0,0,29.2,17.9,1
30408,10.18,24,23.9,18,6,0,1,59.3,52.9,0
30409,8.56,8,21.0,9,3,0,1,32.9,29.0,0
30410,2.51,25,4.0,15,0,0,2,31.3,29.0,0
30411,8.32,18,22.2,5,6,1,1,46.1,40.2,0
30412,4.29,13,7.6,0,5,0,1,18.2,20.6,0
30413,1.15,30,2.3,23,2,0,0,41.8,32.3,0
30414,3.13,30,5.6,21,1,0,0,60.4,40.6,1
30415,9.19,6,14.2,2,5,0,2,22.7,20.2,0
30416,4.99,23,8.1,1,1,0,1,39.1,31.1,0
30417,6.77,6,15.5,17,1,0,0,34.5,21.5,1
30418,2.07,18,3.4,5,0,0,1,25.1,21.4,0
30419,1.57,33,3.6,7,3,1,1,52.8,36.6,1
30420,3.25,20,9.2,6,3,0,2,33.3,29.2,0
30421,5.93,9,13.1,22,0,0,1,22.4,22.1,0
30422,10.24,12,27.6,10,2,0,1,45.9,39.6,0
30423,9.28,5,13.8,13,2,0,2,21.9,23.8,0
30424,2.34,28,6.1,20,1,0,0,41.7,39.1,0
30425,1.32,31,3.7,3,3,0,0,44.4,34.7,0
30426,3.09,13,5.2,2,1,0,0,28.2,18.2,0
30427,10.3,13,17.4,7,1,0,1,29.4,30.4,0
30428,6.43,22,9.9,7,2,1,2,39.3,31.9,0
30429,9.78,28,15.1,12,1,0,0,65.3,48.1,1
30430,4.75,33,7.9,16,6,0,1,41.3,40.9,0
30431,7.29,34,15.8,8,4,1,2,52.7,49.8,0
30432,7.34,21,12.9,8,6,0,1,36.4,33.9,0
30433,7.71,24,13.1,19,4,1,1,58.8,42.1,1
30434,5.91,6,10.9,21,0,0,1,26.6,21.9,0
30435,3.25,7,6.9,6,2,0,2,14.6,13.9,0
30436,5.43,34,14.1,17,1,0,1,54.3,48.1,0
30437,11.71,12,30.9,8,1,1,2,48.0,42.9,0
30438,3.63,21,5.3,17,0,0,1,34.8,26.3,0
30439,8.84,13,15.8,7,6,0,1,33.0,28.8,0
30440,11.36,10,23.0,12,4,0,2,44.2,38.0,0
30441,7.01,29,14.9,3,2,0,0,52.4,43.9,0
30442,6.13,19,14.2,17,5,0,1,38.6,33.2,0
30443,1.89,8,3.9,3,1,0,2,17.9,11.9,0
30444,9.16,16,14.2,5,0,1,2,44.2,30.2,1
30445,10.98,17,18.7,19,1,0,1,50.5,40.7,0
30446,11.78,17,32.1,14,3,1,0,69.0,49.1,1
30447,2.82,28,4.7,20,1,0,1,49.7,37.7,1
30448,11.08,19,20.1,7,0,0,1,37.8,39.1,0
30449,4.76,23,8.9,23,2,1,1,34.6,31.9,0
30450,7.62,29,16.3,12,6,0,0,67.2,50.3,1
30451,3.07,32,4.4,9,2,0,1,41.3,36.4,0
30452,3.36,12,7.4,7,1,0,1,27.2,19.4,0
30453,7.62,23,11.4,5,2,0,0,41.8,34.4,0
30454,6.08,24,16.1,21,4,0,1,56.5,45.1,1
30455,11.59,25,28.1,14,1,0,2,48.1,53.1,0
30456,3.54,26,6.6,17,2,0,2,37.5,32.6,0
30457,10.6,8,26.2,6,4,0,1,39.9,34.2,0
30458,5.8,34,8.8,7,2,0,1,45.7,42.8,0
30459,2.05,27,3.7,22,6,0,0,32.9,30.7,0
30460,3.25,14,5.6,18,2,0,2,35.0,24.6,1
30461,9.19,17,16.0,5,5,0,2,26.5,33.0,0
30462,10.01,11,17.9,18,2,1,2,46.3,33.9,1
30463,0.95,23,1.7,3,5,1,2,31.6,24.7,0
30464,5.22,33,7.7,4,3,0,2,43.2,40.7,0
30465,6.18,17,11.2,11,4,0,1,36.0,33.2,0
30466,7.57,33,14.2,9,3,0,1,52.3,47.2,0
30467,7.98,26,20.5,13,3,0,2,54.2,51.5,0
30468,10.05,28,18.9,23,5,1,2,44.9,46.9,0
30469,3.64,6,6.6,7,0,0,2,14.5,12.6,0
30470,1.79,16,3.8,10,4,0,0,27.4,19.8,0
30471,2.64,19,4.8,6,0,0,0,35.4,23.8,1
30472,11.27,34,17.9,14,4,0,1,57.5,51.9,0
30473,6.79,29,11.1,0,2,0,1,48.5,40.1,0
30474,3.02,22,4.6,16,5,0,0,40.7,26.6,1
30475,9.54,30,16.7,20,4,0,0,63.3,51.7,1
30476,7.25,11,19.1,1,2,0,2,36.0,30.1,0
30477,4.72,9,8.4,15,5,0,0,28.6,17.4,1
30478,0.71,29,1.7,2,6,0,1,36.1,30.7,0
30479,9.5,28,18.7,18,2,1,2,64.2,51.7,1
30480,8.75,19,13.2,20,3,1,1,48.7,37.2,1
30481,3.51,14,9.3,7,5,0,1,23.4,23.3,0
30482,3.55,6,5.7,14,1,0,1,15.2,11.7,0
30483,3.62,9,7.7,23,1,0,2,22.9,16.7,0
30484,8.21,28,13.4,4,0,0,1,51.3,41.4,0
30485,3.88,23,9.3,1,0,1,1,38.6,32.3,0
30486,4.07,29,10.6,18,6,1,1,63.6,44.6,1
30487,4.83,6,7.7,22,6,1,2,27.3,13.7,1
30488,11.77,30,20.6,17,3,0,0,59.7,50.6,0
30489,5.79,21,8.5,16,2,0,1,35.7,29.5,0
30490,4.84,9,10.1,5,3,0,1,14.9,19.1,0
30491,5.91,33,11.6,10,6,0,2,47.6,44.6,0
30492,8.77,15,15.1,15,1,0,1,35.2,30.1,0
30493,10.66,15,26.3,20,1,0,1,53.6,46.3,0
30494,11.89,28,33.8,23,3,0,1,67.3,61.8,0
30495,6.09,19,9.6,5,0,0,0,36.5,28.6,0
30496,5.79,27,11.2,16,2,0,1,45.2,38.2,0
30497,4.3,22,6.3,20,2,0,1,30.6,33.3,0
30498,9.46,31,24.4,1,2,0,2,54.6,55.4,0
30499,8.04,12,19.3,21,4,0,2,45.2,36.3,0
30500,4.68,21,12.7,19,5,0,1,50.4,38.7,1
